sample_id,split,FW_THICK_CM,PBLI_THICK_CM,SHIELD_THICK_CM,VV_THICK_CM,LI6_ENRICH_ATOM_FRAC,tbr,tbr_pred,ci_lower,ci_upper,ci_width
131,train,4.757655538571664,65.88213176713163,40.98407817451134,27.10822434193313,0.8376331111518251,1.426594101444,1.4266892557123196,1.3915050644602864,1.4618734469643528,0.0703683825040664
132,train,1.1224679392894232,73.72099069449666,17.491554100132802,28.54352755412722,0.8478903313756581,1.517727791389,1.5177773830479293,1.482593191795896,1.5529615742999625,0.0703683825040664
133,train,2.932712339302719,45.491599256863,40.36895021340498,23.62536347856662,0.4605174039681383,1.50663319747,1.5066290224536198,1.4714448312015866,1.541813213705653,0.0703683825040664
134,calibration,2.638448895238424,47.332828684714,45.506556024446496,23.53970772227325,0.5609817133575319,1.529509086097,1.529248485134674,1.4940642938826407,1.5644326763867071,0.0703683825040664
135,train,4.05342709551273,77.81129557303686,45.1835900317906,15.382515678147056,0.6129647257164503,1.458880196888,1.4588804813458187,1.4236962900937855,1.494064672597852,0.0703683825040664
136,train,2.4787874618319004,60.61267499159701,22.097196897008796,13.902212077566771,0.3640956841244451,1.508620439063,1.508660571115779,1.4734763798637458,1.5438447623678122,0.0703683825040664
137,train,3.1062891744930656,58.40629382420149,24.01307949845051,20.309186591507277,0.4516076904780643,1.496933286505,1.4932760907477938,1.4580918994957606,1.528460281999827,0.0703683825040664
138,calibration,2.517489765384683,70.19935119744588,49.32136206406368,14.826815278089216,0.3336671636563384,1.50030388727,1.5064032353339636,1.4712190440819304,1.5415874265859968,0.0703683825040664
139,train,3.138673912036644,62.93397891307653,34.373568768302505,15.549983016819288,0.3569465608937906,1.476022351294,1.4761325122944835,1.4409483210424503,1.5113167035465167,0.0703683825040664
140,train,1.2126238534496443,55.326743585401104,15.75421656685413,24.59496461179072,0.6232186989725379,1.523913506473,1.5237701760971436,1.4885859848451104,1.5589543673491768,0.0703683825040664
141,train,3.869811427659869,40.65933421216469,17.986543256693786,19.33061509042806,0.5914914532154403,1.469913285268,1.4696589854186544,1.4344747941666212,1.5048431766706876,0.0703683825040664
142,train,1.529716540779567,46.21149930032358,40.62265584488882,19.002621635604,0.8060653107575504,1.538266124971,1.5385387040400822,1.503354512788049,1.5737228952921154,0.0703683825040664
143,test,1.915393665036805,56.8353257954531,25.013818197055816,23.384261533141636,0.3698433863194416,1.522936041681,1.5196692358512702,1.484485044599237,1.5548534271033034,0.0703683825040664
